Tableta,NumLineasV,NumLineasH,NumLineasD,NumCirc,Profundidad,Ancho,Rugosidad
66,2.0,1.0,0.0,2.0,1.0290621103087652,2.3870902336781223,1.607137082669062
66,2.0,4.0,0.0,0.0,0.9400337591401712,1.006361738540833,0.92910868006225
66,0.0,0.0,3.0,1.0,0.9797596075387429,0.9229651119278725,0.8418315069977308
66,0.0,0.0,2.0,1.0,0.7975221407821561,0.9236252025931544,1.052680899768223
66,2.0,1.0,0.0,2.0,1.2903427110219872,2.5745739167850283,1.2974536270643018
66,1.0,0.0,0.0,0.0,0.9509485480555538,1.0887390326442996,1.090860495573231
66,0.0,0.0,2.0,1.0,1.0631519999479366,1.2731120555385331,1.2087069089866056
66,0.0,0.0,3.0,1.0,0.8280461312425339,1.1166051298834585,1.0677062768240044
66,3.0,3.0,0.0,0.0,1.1573164610222555,0.9558838988969028,1.0008760146330706
66,4.0,2.0,0.0,0.0,0.959160487009498,1.0375150028802866,0.9979542699466696
66,0.0,0.0,3.0,1.0,0.8326319192757259,1.021440911105381,0.907214534859889
66,0.0,0.0,2.0,1.0,0.9304136081473702,1.073099263611323,1.0043558536137207
66,1.0,2.0,0.0,0.0,1.0440715985034057,0.8956765028879397,0.9737364963084691
66,3.0,3.0,0.0,0.0,0.9850627080686358,1.0170490161980672,1.1408347796272635
66,2.0,4.0,0.0,0.0,1.1123796146497045,1.1228470262100636,1.1362812725227045
66,0.0,0.0,2.0,1.0,1.011516778059362,0.9351774174938704,0.9659376442584652
66,0.0,0.0,3.0,1.0,0.9897278392133884,1.1781025689765672,1.1532197764327905
66,3.0,3.0,0.0,0.0,1.2063101246411545,0.9492210942793649,0.995128327832368
66,0.0,0.0,2.0,1.0,1.1508395282078616,0.985111998710576,1.0807437334272527
66,2.0,1.0,0.0,2.0,1.3232018855535306,2.827434674222511,1.531621591140313
66,2.0,3.0,2.0,2.0,1.1550682397259533,2.3820232081598807,1.325827753123786
66,0.0,0.0,2.0,1.0,1.4592294443161125,1.454871328014147,1.4392589975838008
66,0.0,0.0,3.0,1.0,1.1107457084471346,1.0042201196031768,0.9453769862241136
66,3.0,2.0,0.0,0.0,0.944848116929634,1.111681479212253,0.8537793454280199
66,4.0,1.0,0.0,0.0,1.000766730122991,1.1785656607551358,0.8864004707974039
66,2.0,0.0,1.0,1.0,0.7592634448547312,0.7821901975730641,0.8754709902800791
66,0.0,0.0,5.0,1.0,1.143142427828788,0.9699231076614694,1.1330774629145486
66,4.0,0.0,0.0,0.0,0.9161854436567308,0.8954300105238502,1.1172819595483738
66,0.0,0.0,2.0,1.0,0.9974960795168158,0.7825321809206441,0.8177577204455411
66,3.0,2.0,0.0,0.0,0.9586621879497996,1.2437348828366948,1.184274567613609
66,2.0,4.0,2.0,2.0,1.249723005076798,2.5201044407306474,1.5310799685548526
66,2.0,1.0,0.0,2.0,1.0670271186041198,2.3854902881141933,1.3739057413231777
66,0.0,0.0,4.0,1.0,0.9052771075834916,1.0744571447090412,0.9783130342671874
66,3.0,0.0,0.0,0.0,1.0582701941483668,1.041573332919324,1.0701161661205072
66,0.0,0.0,2.0,1.0,0.8247235626444337,0.9548345109882256,1.0013518269223196
66,2.0,3.0,0.0,0.0,1.0082819227502695,0.948751862112743,0.8933557615763368
66,2.0,1.0,0.0,2.0,1.1901834006654113,2.374993452901454,1.3442933465472535
66,2.0,3.0,2.0,2.0,1.2191591902007144,2.5256649239961644,1.3831746363784148
66,2.0,1.0,0.0,0.0,1.137353218817062,1.0810916003854047,1.1108462489489268
66,2.0,0.0,1.0,1.0,0.9714775217858432,1.0169164156425117,1.1247834455962245
66,3.0,2.0,0.0,0.0,0.8901890144897067,1.0325160662342985,1.0281460311958197
66,3.0,0.0,0.0,0.0,0.9052138110782671,1.1171834155470488,0.8916934213363179
66,2.0,4.0,0.0,0.0,0.99440234949587,1.121224526003584,0.8919451559018612
66,0.0,0.0,2.0,1.0,0.9970036028273384,1.0662683850616386,1.0496890619267525
66,2.0,3.0,0.0,0.0,1.0951305087489251,0.8005812578183279,0.934104718248904
66,4.0,1.0,0.0,0.0,1.0566417190182715,1.1339076670051509,0.8966617102934709
66,1.0,2.0,0.0,0.0,0.9856078666398188,1.0485303812455182,1.001990627920715
66,0.0,0.0,3.0,1.0,1.124721154302603,1.0554730634960716,0.9854063244413548
66,2.0,0.0,0.0,0.0,1.036513537290719,0.9876953139485352,0.9231797966548712
66,2.0,1.0,0.0,0.0,1.1861693536993152,1.072362129734314,1.057908495190139
66,0.0,0.0,2.0,1.0,1.0113191905669885,1.0335376241523715,0.7993340166449738
66,2.0,1.0,0.0,2.0,1.1225333884126183,2.384805994400832,1.5448102292786834
66,4.0,3.0,0.0,0.0,1.5080980899234646,1.5010519836768783,1.3713813268635044
66,1.0,0.0,1.0,1.0,1.4053557758058153,0.9976884410873617,1.0580871030757335
66,4.0,3.0,0.0,0.0,0.9496723860907116,1.0024974207699018,1.0333527053787492
66,0.0,0.0,3.0,1.0,0.9095848461691128,0.9881029547444596,1.2482025220750226
66,1.0,1.0,0.0,0.0,1.056834511920146,0.985411302859752,1.0274758500312935
66,4.0,1.0,0.0,0.0,1.071163480777678,0.8702058813712671,1.0968525953290202
66,0.0,0.0,2.0,1.0,1.0643739034147062,0.9561087271277202,1.0436549343468249
66,0.0,0.0,3.0,1.0,0.9931440103916858,0.9447287132983962,0.9216107714958554
66,4.0,3.0,0.0,0.0,0.9736456616160258,0.9271785937597504,1.020547131874148
66,0.0,0.0,2.0,1.0,0.9067226581475668,1.013425665619962,1.09609646733852
66,3.0,2.0,0.0,0.0,0.9465893974174192,1.2884932218260392,0.9914844013342116
66,2.0,4.0,2.0,2.0,1.2089305223381897,2.5787022331206586,1.7082095364181458
66,2.0,3.0,0.0,2.0,1.1388303498959522,2.542807060567509,1.4596633927401224
66,2.0,1.0,0.0,2.0,1.2053596229686754,2.570141334956282,1.4267799707285755
66,0.0,0.0,2.0,1.0,1.0476645865300411,1.0594263474995715,0.8873271462913956
66,2.0,3.0,0.0,0.0,0.9613480030261844,1.0647324773982472,0.9066112289879132
66,4.0,1.0,0.0,0.0,1.0343217778397475,0.9116218977117716,1.0010855350584775
66,1.0,2.0,0.0,0.0,0.885015256791063,1.016938261871797,1.0817581577812423
66,1.0,0.0,1.0,1.0,0.9176901700190996,0.9540035231839706,0.8725730605323334
66,2.0,3.0,0.0,0.0,1.0578934698326232,0.9493831689545488,1.008809424633737
66,4.0,3.0,0.0,0.0,0.9064947044432864,1.071418346484604,1.0228592566698822
66,2.0,1.0,0.0,2.0,1.1134585320134371,2.511088496287445,1.5406007487010889
66,3.0,1.0,0.0,0.0,1.6296594741300041,1.4940562296866522,1.2622695479827255
66,2.0,0.0,1.0,1.0,0.9868029762714412,0.8333140414178294,0.9435001159164158
66,2.0,0.0,0.0,0.0,0.8993066300531308,1.1687510989513372,0.9625334625490606
66,1.0,3.0,0.0,0.0,1.0107183557654311,1.0848943920729424,1.2071057789857862
66,0.0,0.0,5.0,1.0,1.0788634622407929,1.03496477095155,1.0286966018734929
66,0.0,0.0,2.0,1.0,1.0185340941368384,0.9460589206856216,1.2344975836209586
66,1.0,2.0,0.0,0.0,0.8488108916187923,1.0449449719997546,1.0984325218340825
66,0.0,0.0,3.0,1.0,1.05731379294025,1.1396166113319084,1.0346496529049192
66,3.0,2.0,0.0,0.0,0.9321674128439916,0.9200211705982696,1.019083422956947
66,0.0,0.0,2.0,1.0,0.9201556779129968,1.0613911491254169,1.0495978670474722
66,2.0,1.0,0.0,2.0,1.1017869784811545,2.3894514401176745,1.6261438530892058
66,3.0,3.0,0.0,0.0,1.4743653694942462,1.5895798825522933,1.188026571912211
66,2.0,0.0,0.0,0.0,1.1120766191482334,1.0045501183528325,0.911304446340496
66,2.0,1.0,0.0,0.0,0.9869852158082398,1.1123316391526117,1.1987943689387088
66,1.0,0.0,4.0,1.0,1.0695153641854425,1.0318973101633797,0.9549779955791664
66,3.0,2.0,0.0,0.0,0.9968061746465704,1.0411760891385708,0.9147524200909728
66,2.0,1.0,1.0,2.0,1.1338807422351378,2.574127737478816,1.631144740985596
66,1.0,0.0,0.0,0.0,1.7107596347489875,1.617121709517078,1.2930401083408476
66,1.0,0.0,5.0,1.0,0.9938389253729699,1.255979290510585,0.8795388483672888
66,2.0,1.0,0.0,0.0,1.0734208269719159,1.0298857826833068,1.0143201795497374
66,1.0,2.0,0.0,0.0,1.0583286525652638,0.8193328051254332,1.0037470725130155
66,2.0,2.0,0.0,0.0,0.9747091063635164,0.8721272488595416,0.8828009070453804
66,2.0,0.0,1.0,1.0,0.9220254353990308,0.9342485248600884,0.9499151751008612
66,3.0,2.0,0.0,0.0,0.8057081811513693,0.950224230832498,1.1137544155893369
66,3.0,2.0,0.0,0.0,0.967832489436784,0.9573446997677121,1.0733266795839385
66,2.0,2.0,0.0,2.0,1.248004250433699,2.435488203278829,1.4943317996990648
66,2.0,1.0,0.0,2.0,1.0915795820471108,2.397870447913764,1.3625225448665643
66,3.0,3.0,0.0,0.0,1.6946590735190217,1.5264737420251409,1.293416259663252
66,0.0,0.0,3.0,1.0,1.305361104688208,1.13788102658864,0.9500982168471198
66,0.0,0.0,2.0,1.0,1.060972651386979,0.9613752541775784,1.0989149036097832
66,2.0,1.0,0.0,2.0,1.4489122624685262,2.3972072605669057,1.495072611886089
66,1.0,4.0,0.0,0.0,1.0029731569322091,0.9373976274587912,0.9555575450728788
66,0.0,0.0,2.0,1.0,0.8806140770431775,1.0568410855398174,0.9750696151379524
66,2.0,3.0,0.0,0.0,1.096935970987962,1.0668572007234935,0.9733019114259271
66,2.0,0.0,1.0,1.0,0.9888645430292428,1.0414246856377751,0.8379097782915739
66,3.0,2.0,0.0,0.0,0.9640182859142928,0.9552091312694508,1.0034195245008204
66,4.0,3.0,0.0,0.0,0.9466868634809924,0.9606674276785969,1.0504991613584762
66,2.0,4.0,0.0,0.0,1.078938876921962,1.00958855624641,1.0287486066157598
66,0.0,0.0,4.0,1.0,1.0555998615029616,0.9205366575311221,1.04510810799737
66,2.0,3.0,0.0,0.0,1.1132196357852802,1.2011777432595747,1.1112042717492494
66,4.0,3.0,0.0,0.0,1.0234823614034192,1.1005123840993691,1.0421508527601613
66,0.0,0.0,2.0,1.0,1.019162610891834,0.8799799312669676,0.9776005554397732
66,4.0,3.0,0.0,0.0,0.8823098345796929,1.009805045354943,1.0323177110364838
66,2.0,1.0,0.0,2.0,1.1301718690048521,2.4946280839503996,1.5449605912901867
66,3.0,0.0,0.0,0.0,1.161542904337344,1.1935993918475023,1.0721875122671547
66,0.0,0.0,2.0,1.0,0.8496812577326303,0.8069568273638239,0.8593057947464445
66,3.0,2.0,0.0,0.0,0.9821298133489029,1.057138203678482,0.8799698643963808
66,2.0,1.0,0.0,2.0,1.0883912932397553,2.4094244909589526,1.5810755773315266
66,1.0,0.0,0.0,0.0,1.6000299288889377,1.6618860688198076,1.4574904486574098
66,0.0,0.0,2.0,1.0,0.8391461900608598,1.0472403807179105,1.0882942682351435
66,2.0,3.0,0.0,0.0,0.9116131148747618,1.0468716799082924,0.8346298213722667
66,0.0,0.0,2.0,1.0,1.0810112735627484,1.0194871471322453,1.1037705275941816
66,0.0,0.0,3.0,1.0,0.8444701166480726,0.8661487004379841,1.1565530488439586
66,2.0,0.0,0.0,0.0,1.0990134336018644,1.0381098895436098,0.8553613818815833
66,2.0,1.0,0.0,0.0,0.9321394262782212,0.8100184333127652,1.0675247794186054
