Tableta,NumLineasV,NumLineasH,NumLineasD,NumCirc,Profundidad,Ancho,Rugosidad
0,3.0,0.0,0.0,0.0,1.6615279237688636,1.5151815683404743,1.2594680934698368
0,0.0,0.0,3.0,1.0,0.9645456434528972,0.9054444869694056,0.9451403844753412
0,0.0,0.0,2.0,1.0,0.9422168084016757,0.8965190701409659,0.9668720395383971
0,2.0,1.0,0.0,2.0,1.2942630587034525,2.4829334272123678,1.3377689586589852
0,1.0,0.0,0.0,0.0,1.5075311811079224,1.5422789491473683,1.3814503947404897
0,0.0,0.0,4.0,1.0,0.9212052858292841,1.0590833404596167,1.1703589208489158
0,4.0,3.0,0.0,0.0,0.8565862682435361,1.0423372839327332,1.214410699366501
0,3.0,3.0,0.0,0.0,1.14945437287705,1.018468892628519,1.0126438837574083
0,2.0,0.0,0.0,0.0,0.9709478829337752,0.9577103075642578,1.1614249804583752
0,2.0,1.0,0.0,0.0,0.9620738313843796,0.9496060821885598,1.1104532430538954
0,2.0,0.0,1.0,1.0,1.1754119796718847,0.9170160703847334,1.0618175157008896
0,4.0,0.0,0.0,0.0,0.9047405648837684,1.0468372946364883,1.0344842087819754
0,4.0,3.0,0.0,0.0,0.9707521410200891,1.0864734134350051,1.0653634166517214
0,0.0,0.0,2.0,1.0,1.1637557715979376,0.9608220531265936,0.8991555700879579
0,2.0,3.0,0.0,0.0,1.1095299844507218,0.8744544505950445,1.0343712013469455
0,0.0,0.0,3.0,1.0,1.0340190537101686,1.0162263266478166,1.0003131344249945
0,3.0,2.0,0.0,0.0,0.9732008909575184,0.9621935677581972,0.8477930032223182
0,2.0,1.0,0.0,2.0,1.2226809992958847,2.3866462241059123,1.6459831437021786
0,3.0,0.0,0.0,0.0,1.0027869526806874,0.9889690880941142,1.0293928308209006
0,0.0,0.0,2.0,1.0,0.8706434592586373,0.9388851564356656,1.0137505789774748
0,3.0,3.0,0.0,0.0,1.0016115756016517,0.9914845157227462,0.8651980523638543
0,2.0,1.0,0.0,2.0,1.331397604791334,2.497088489991478,1.5921988716181688
0,1.0,1.0,0.0,0.0,1.6973217955940425,1.5940979987117738,1.254171995241589
0,1.0,2.0,0.0,0.0,0.9688787141813666,1.1171322922410811,1.1212087216122033
0,1.0,0.0,5.0,1.0,1.1355851907016647,0.9782179243040856,1.1766797025403792
0,2.0,0.0,0.0,0.0,1.0688442578316808,0.9346561270932628,0.8716653472429816
0,4.0,1.0,0.0,0.0,0.982365861441198,0.92455721179922,1.169669373034417
0,3.0,3.0,0.0,0.0,1.056030473016384,0.9974850195427476,1.1312579742601074
0,2.0,1.0,0.0,2.0,1.163775001601109,2.4037637250783384,1.4805555337049032
0,2.0,1.0,0.0,0.0,1.0043333015891729,1.016830744042441,0.8845521303581599
0,0.0,0.0,2.0,1.0,0.9716127503699646,0.952459547733835,1.0200438329838049
0,0.0,0.0,3.0,1.0,1.2117473412453723,0.9697092362624904,0.935917390804638
0,3.0,3.0,0.0,0.0,0.9812834878277462,0.9450491128029834,1.1203385070687757
0,3.0,3.0,0.0,0.0,0.8796142397924068,0.9861003700381018,0.998850071818292
0,4.0,3.0,0.0,0.0,1.0925044908576371,1.0184394732972994,1.0163996130786543
0,2.0,1.0,0.0,2.0,1.2820954774449371,2.511486738319437,1.5242326701099869
0,2.0,4.0,0.0,0.0,1.688464689042131,1.596290779340379,1.4679343232113995
0,2.0,0.0,1.0,1.0,1.2583355542528178,0.9020783114051998,0.9792727778291606
0,3.0,2.0,0.0,0.0,0.8677954976395826,0.9548462445005044,1.0916461376619369
0,0.0,0.0,5.0,1.0,1.126912041436742,1.1269253381629152,0.9400102072917969
0,2.0,3.0,0.0,0.0,1.051573034937818,0.984066550544092,0.9945060506375863
0,0.0,0.0,3.0,1.0,1.0093985434362716,0.8977731327143083,1.1101376973530075
0,2.0,1.0,0.0,2.0,1.3047496371355414,2.5296223891151186,1.4321579898228292
0,4.0,1.0,0.0,0.0,1.5382754690329723,1.5864355758299242,1.1436416754241592
0,2.0,0.0,1.0,1.0,0.8613221195973217,0.9782883041889584,0.9943677185756868
0,2.0,1.0,0.0,0.0,1.0422623567729379,1.097400624396615,1.2005943647397574
0,0.0,0.0,3.0,1.0,0.9532218569458568,0.9689089715025172,1.1114738803000326
0,0.0,0.0,5.0,1.0,1.032047970386903,1.1227368332072392,1.214845950309153
0,2.0,2.0,0.0,2.0,1.2792643949167244,2.444665101415969,1.6517403305653349
0,2.0,1.0,0.0,2.0,1.1400399596718966,2.4343187514842004,1.3221255034678254
0,3.0,0.0,0.0,0.0,1.6215295781835792,1.7193084253374031,1.4229906333283509
0,0.0,0.0,3.0,1.0,0.9162422214506688,0.949617176989986,0.911755788110358
0,0.0,0.0,2.0,1.0,0.9895668472959412,0.9003373717617321,1.049743674596923
0,2.0,1.0,0.0,2.0,1.1643726605331048,2.4325089542981737,1.6251157947409534
0,0.0,0.0,0.0,3.0,1.153599909404266,1.9910455671665372,2.3555908581048417
0,0.0,1.0,0.0,3.0,1.2266889546640352,1.8113748990667018,2.528064643668111
0,2.0,1.0,1.0,2.0,1.3364455867618148,2.392383299969108,1.725799487373879
0,3.0,1.0,0.0,0.0,0.9493295051347108,1.0989570953830028,1.0008502486527302
0,1.0,0.0,1.0,1.0,0.9698292160060518,0.9644853713756788,1.301058032813707
0,2.0,1.0,0.0,0.0,1.0384055934655607,0.9082378304966302,1.022707355805843
0,2.0,3.0,0.0,0.0,0.9727138218267966,0.9914004295166496,1.0323666680240549
0,0.0,0.0,3.0,1.0,0.9819096809249452,0.9395471601690476,1.0189389520739462
0,1.0,1.0,0.0,0.0,0.9236654505829406,1.0482768113772458,1.0088001845516992
0,0.0,0.0,2.0,1.0,0.9035461878586202,0.8836122940629845,0.9801873086324202
0,2.0,1.0,0.0,2.0,1.0807254373994433,2.536927541330109,1.4735929949196445
0,4.0,1.0,0.0,0.0,1.57014100394874,1.6031647495144363,1.3373403620954127
0,0.0,0.0,2.0,1.0,0.9577803743517272,1.1174625595227272,0.9856324232519276
0,3.0,2.0,0.0,0.0,0.9334471049137808,0.9121707231120301,0.8648715616795254
0,0.0,0.0,3.0,1.0,1.117020369681257,1.092324897803848,1.083322306820054
0,2.0,0.0,1.0,1.0,0.9225174455739372,1.0158909726248306,1.0108626765768498
0,3.0,2.0,0.0,0.0,0.9631166447196002,1.0273980035624897,1.0520873268499709
0,0.0,0.0,2.0,1.0,1.1909731946595663,0.7989896072176144,1.0685293754517722
0,2.0,3.0,0.0,0.0,0.9299222535615344,0.8290085848083952,1.0222265457820807
0,0.0,0.0,3.0,1.0,0.9380444739044088,1.0361749057084373,1.2400277330072067
0,3.0,2.0,0.0,0.0,0.9819654443504804,0.9601539247410869,1.0347803267087614
0,2.0,1.0,0.0,2.0,1.197060389926338,2.4762871257925805,1.4922385213968945
0,2.0,1.0,0.0,0.0,1.002417209169452,1.092693071442813,1.2207133784653363
0,2.0,0.0,1.0,1.0,0.8496128972793799,1.1376463012965974,1.1828880232602843
0,4.0,3.0,0.0,0.0,1.045431541498277,1.1475627732950775,0.8829142757375124
0,2.0,1.0,0.0,2.0,1.1436971406873797,2.430788977856868,1.4907205457305654
0,0.0,0.0,2.0,1.0,1.321395453910894,1.0954269336552969,0.9758283199410276
0,0.0,0.0,3.0,1.0,1.0252949546640475,0.9415810560370982,0.9271502475194944
0,3.0,2.0,0.0,0.0,1.036302757202452,1.0230946116408146,0.9917175402205108
0,0.0,0.0,2.0,1.0,0.94213058708068,0.938888065354885,1.1957556731788679
0,3.0,2.0,0.0,0.0,1.0505621411692778,1.0017637475228542,0.9609001591616222
0,2.0,1.0,0.0,2.0,1.1591310727955295,2.4208677129381764,1.4231863623848944
0,1.0,0.0,0.0,0.0,1.5426623531751429,1.7074182292211746,1.3589910392772966
0,0.0,0.0,2.0,1.0,0.9158373473573632,0.9938182099523344,0.872360463751034
0,1.0,1.0,0.0,0.0,1.0829629032026509,1.0578157151813892,0.9110866245903244
0,2.0,3.0,0.0,0.0,0.983642051646718,1.0287235408089979,0.8925049127910227
0,0.0,0.0,3.0,1.0,1.0700984268179634,0.9651878769651772,0.9679359814776216
0,4.0,0.0,0.0,0.0,1.3663138908010524,0.9905383793275352,1.0925665095511508
0,4.0,0.0,0.0,0.0,1.0110653698903622,0.9986276199853704,1.0689357452551749
0,2.0,1.0,0.0,2.0,1.4319194487147502,2.501960230904744,1.3196940068778755
0,1.0,1.0,0.0,0.0,1.0501528367439998,0.8807083861238235,1.1303706811849403
0,0.0,0.0,2.0,1.0,0.8669337501444911,1.0389243279761593,0.912112209677212
0,4.0,2.0,0.0,0.0,1.1506323203192128,0.9052281122039834,1.0334520870778012
0,2.0,3.0,0.0,0.0,0.9923869795704008,1.0622173685622724,1.1186980885610407
0,1.0,0.0,1.0,1.0,0.8554858409543991,1.14662237140824,0.9871859254311144
0,1.0,1.0,0.0,0.0,1.0426229344466589,1.0524857053663406,1.0632931499180749
0,4.0,3.0,0.0,0.0,0.9562753557547776,1.1019066273781195,1.1454688300162057
0,2.0,3.0,0.0,2.0,1.1716464616697442,2.4771911888154703,1.340264783042484
0,2.0,1.0,0.0,2.0,1.2195336044802514,2.3857428204647038,1.370549336658151
0,3.0,0.0,0.0,0.0,0.8634759769691858,0.9105761744808456,1.0393812359591783
0,0.0,0.0,2.0,1.0,0.8359358054539286,0.9618296630236672,1.2733468716292775
0,2.0,3.0,0.0,0.0,0.8293195873195828,0.9695041235093744,1.0398108423569177
0,2.0,1.0,0.0,2.0,1.3331684751292316,2.495276477376295,1.5688467793884744
0,1.0,1.0,0.0,0.0,0.9489499847846844,1.0763166924317056,0.9446974615875884
0,0.0,0.0,2.0,1.0,0.9510060096302041,0.867132196698972,1.0457509198022903
0,2.0,3.0,0.0,0.0,0.8744119472797359,0.9951215205756512,1.0512566395960887
0,2.0,0.0,1.0,1.0,0.8713467545067038,0.9645249776141654,1.094923102062611
0,3.0,0.0,0.0,0.0,0.9138329155334264,1.1195562303016968,0.8781925520131012
0,0.0,0.0,2.0,1.0,0.951607883918636,1.3163630836264095,0.8225580670931624
0,2.0,1.0,0.0,2.0,1.2149765392734584,2.529179851393337,1.6649872193154776
0,0.0,0.0,5.0,1.0,1.0779391571650945,1.0793990881627322,1.1228613700511338
0,2.0,2.0,0.0,0.0,1.026500009623189,1.0075328429650612,0.9876130181390992
0,2.0,1.0,0.0,2.0,1.355592480696018,2.645298575711319,1.6606610913888034
0,3.0,0.0,0.0,0.0,1.0419978340894276,0.9402430596833574,1.2360194062528571
0,0.0,0.0,3.0,1.0,1.1613445779825955,1.2241060566069428,0.888747294467915
0,0.0,0.0,2.0,1.0,1.0149130242040405,1.035941726567023,0.8945448047051134
0,2.0,1.0,0.0,2.0,1.174982433764861,2.6778820625724897,1.6227389555032476
0,2.0,4.0,0.0,0.0,1.6465047544607057,1.682187955932697,1.2373000078728025
0,0.0,0.0,2.0,1.0,0.9263683684239324,1.0804597599523558,1.0108895766089938
0,1.0,2.0,0.0,0.0,0.8569732178529615,1.0075587610196086,0.8853438417572619
0,4.0,3.0,0.0,0.0,0.9831722974801652,0.980384635161953,0.9657110546720836
0,2.0,1.0,0.0,2.0,1.2475329538502378,2.531835822461631,1.3198845126757577
0,1.0,1.0,0.0,0.0,1.1188345118170595,1.2161021810054455,0.8975250948661275
0,0.0,0.0,2.0,1.0,1.1202656920257044,1.0166840809619653,1.0274946223519603
0,2.0,1.0,0.0,0.0,1.1080258909766998,0.84755809268104,0.8614994785770861
0,4.0,3.0,0.0,0.0,0.8900505015220871,1.1127967827018586,1.1724693426401964
0,2.0,4.0,0.0,2.0,1.1874596184520372,2.491972544238453,1.529588118784984
0,2.0,1.0,0.0,2.0,1.2501249446777831,2.5397359289635117,1.5492613857710869
0,2.0,0.0,1.0,1.0,1.6224532111856065,1.5431925301565492,1.2540147504591346
0,4.0,0.0,0.0,0.0,1.069302957041635,1.040801087445514,0.9755536276037884
0,2.0,3.0,0.0,0.0,0.9395287998620596,0.9854740153164974,1.006390013264444
0,0.0,0.0,4.0,1.0,1.090348788933885,1.1076785890352168,0.9568180038001924
0,2.0,1.0,1.0,2.0,1.324447838769929,2.3943577548753963,1.520119038738195
0,1.0,0.0,0.0,0.0,1.4683775061182698,1.5878018427087408,1.4078917754606852
0,0.0,0.0,5.0,1.0,1.105921437277225,1.0500001795632488,1.0599807299746573
0,1.0,0.0,0.0,0.0,0.9265953394355022,1.1739463719997736,0.8898612456717678
0,1.0,0.0,0.0,0.0,0.837597970911395,1.0875755733825023,0.8791758065558503
0,1.0,2.0,0.0,0.0,0.9820803116367228,0.9032287593012421,0.9585782185977436
0,0.0,0.0,2.0,1.0,0.8950576279507011,0.930553048005232,0.9223109237520992
0,1.0,1.0,0.0,0.0,1.166665250438169,1.2044728358257883,1.163712243918806
0,0.0,0.0,5.0,1.0,1.0589128535659946,0.9499433939272226,1.115869995193985
0,2.0,2.0,0.0,0.0,1.0183905712982992,0.9865347514511426,0.9488568175597822
0,2.0,2.0,0.0,2.0,1.1350593554685977,2.6354229508907467,1.5181029859401851
0,2.0,1.0,0.0,2.0,1.0827711484593483,2.4880104294984786,1.4184783455903085
0,0.0,0.0,2.0,1.0,1.7147808063950434,1.4838535326450255,1.3137921671198802
0,3.0,3.0,0.0,0.0,0.8977583331439417,0.9293708475122688,0.8140479464145974
0,2.0,1.0,0.0,2.0,1.190573006656125,2.4591871867481028,1.444125837248183
0,0.0,0.0,3.0,1.0,1.0474536745073442,1.0328502033683933,1.012214984730971
0,3.0,3.0,0.0,0.0,1.0109069910518853,1.1114120719574747,0.932937078052684
0,4.0,3.0,0.0,0.0,0.9881989376929556,1.263204751947285,1.0779451414555306
0,2.0,1.0,0.0,2.0,1.2354484361862177,2.5867632379688588,1.431916120030735
0,3.0,0.0,0.0,0.0,1.1632880778094208,0.8089602533003626,0.8712447507850714
0,0.0,0.0,2.0,1.0,1.0072882521832485,0.9089562540235744,0.9802409145123409
0,2.0,3.0,0.0,0.0,0.93887516744137,1.083382018180124,0.9251000421225172
0,2.0,1.0,0.0,2.0,1.160955482878523,2.4795549662687923,1.4543608087379498
0,3.0,2.0,0.0,0.0,1.6806895711620822,1.3589964976567854,1.1463084370924421
0,2.0,0.0,1.0,1.0,0.9370584701244842,1.0129589118581854,1.0490181499476858
0,2.0,2.0,0.0,0.0,1.0032558197196508,1.0761139439696947,0.876688670006325
0,0.0,0.0,2.0,1.0,0.9821054627490172,1.0389321875856834,0.8682933770232757
0,2.0,1.0,0.0,2.0,1.0985036516486757,2.6217512379531054,1.4036785859095895
0,0.0,0.0,2.0,1.0,1.0762437105986895,1.1536300216072424,1.0714188182791191
0,0.0,0.0,3.0,1.0,0.8561787714392743,1.024642350452183,0.9278016152153375
0,3.0,2.0,0.0,0.0,1.1743980060721575,1.1664339788180444,0.8564799540456111
0,0.0,0.0,2.0,1.0,0.928950267469682,1.059908063262967,1.107512555780198
0,2.0,3.0,0.0,0.0,0.903639269259644,1.0939428618187026,1.2630041392527098
0,2.0,1.0,0.0,2.0,1.2133751759718052,2.473016092039253,1.4846913929582963
0,1.0,4.0,0.0,0.0,0.8675602805603081,0.9558004903916408,0.858085066989213
0,0.0,0.0,4.0,1.0,1.178171608196631,0.9697472501556196,1.027084302309779
0,3.0,2.0,0.0,0.0,1.0592448267170214,0.9661808371194835,1.085689304749197
0,2.0,1.0,0.0,2.0,1.1471162333535836,2.607124585689914,1.4923948422564273
0,0.0,0.0,3.0,1.0,0.9370727538455104,0.9589975850222268,0.9383832104485026
0,2.0,1.0,0.0,0.0,0.9939146941317564,0.9918131258501192,0.9026102151276298
0,2.0,3.0,0.0,0.0,1.0131002780695528,1.0102083901860166,1.1302575282775378
0,2.0,1.0,0.0,2.0,1.1671767906345345,2.4327961141416568,1.5483547848208246
0,2.0,2.0,0.0,0.0,0.9570744304583376,0.9574453030009245,0.9335966165937429
0,0.0,0.0,3.0,1.0,1.0752879145017855,0.8455486728276385,0.9637527264405614
0,4.0,3.0,0.0,0.0,0.8485653713813142,1.0023778956207845,0.9645588892117531
0,1.0,0.0,0.0,0.0,1.019172023212612,0.9478990149447164,1.0739451596601668
0,0.0,0.0,2.0,1.0,0.8084714730849125,1.186701171249302,1.058076357433313
0,1.0,1.0,0.0,0.0,1.0482559346995184,0.9422872661998404,1.0853492270348941
0,2.0,3.0,0.0,0.0,0.9047689057783456,0.9063982884455388,0.9592280131993204
0,1.0,0.0,5.0,1.0,1.0761167865542194,0.98785468042467,0.9999976810243828
0,3.0,2.0,0.0,0.0,0.8940785781508966,1.140045149034848,1.2058785945328254
0,3.0,0.0,0.0,0.0,1.007258867842867,1.1339004215832345,0.8770961875492609
0,0.0,0.0,2.0,1.0,1.1346646045942632,1.1044084439445498,0.8505551665485966
0,4.0,3.0,0.0,0.0,1.1591188877499827,1.0246386042690163,1.2002343315614723
0,0.0,0.0,2.0,1.0,1.145809443163201,0.8772677580148667,0.9585181274854692
0,3.0,2.0,0.0,0.0,0.8962530543906648,0.9537473635980152,0.9170598162848184
0,2.0,1.0,0.0,2.0,1.3892612377297755,2.5246040492977087,1.4780109529822
0,4.0,0.0,0.0,0.0,1.696779366447284,1.5963473091605682,1.2095118038408863
0,0.0,0.0,3.0,1.0,0.9370400539233636,0.9933519136639896,1.0997842517612466
0,2.0,3.0,0.0,0.0,0.9017773648126628,0.9309886065089088,1.0338526208833554
0,2.0,2.0,0.0,0.0,1.2572777811349485,0.9533093938059524,0.9666125145077448
0,2.0,0.0,1.0,1.0,1.079038373875055,1.0342153690135238,0.9107146914326818
