Tableta,NumLineasV,NumLineasH,NumLineasD,NumCirc,Profundidad,Ancho,Rugosidad
101,2.0,1.0,0.0,2.0,1.2436974115929496,2.3402364806870186,1.6759200174651698
101,2.0,4.0,0.0,0.0,1.0281351912749883,0.9999406879864936,1.0341597720019196
101,0.0,0.0,3.0,1.0,0.8977869835190506,0.9610115496670891,0.9975865796772188
101,0.0,0.0,2.0,1.0,1.1702555270008606,1.003565227279709,1.1178373533573862
101,2.0,1.0,0.0,2.0,1.236676364660624,2.602864041922663,1.342648994602249
101,1.0,2.0,0.0,0.0,1.6411777591297831,1.7168358954252607,1.2322933295431509
101,0.0,0.0,2.0,1.0,1.0641560464510558,0.9803153783632742,1.0214809777745262
101,2.0,1.0,0.0,2.0,1.1439313036725072,2.4892939090765536,1.5486248766251383
101,4.0,2.0,0.0,0.0,1.6654450661789206,1.5166040362737543,1.3155041183982819
101,0.0,0.0,2.0,1.0,1.073585277197021,0.9601088612636964,1.1599869224452386
101,3.0,2.0,0.0,0.0,0.9589847712158344,0.9207841882153276,0.9556857365105376
101,2.0,1.0,0.0,2.0,1.1243173293496709,2.4047337662183867,1.2884209233914852
101,2.0,0.0,1.0,1.0,1.0473691349748409,0.9850739140571714,1.0993723876179755
101,2.0,2.0,0.0,0.0,1.053396593412115,1.0382168464417534,1.1697240004103209
101,2.0,1.0,0.0,2.0,1.1311536651956648,2.530490387134916,1.4510952780780648
101,4.0,0.0,0.0,0.0,1.5412512259384257,1.7650244413659697,1.4912262756571282
101,2.0,3.0,0.0,0.0,1.0061037658125531,1.0050129824162666,0.9803013449695728
101,0.0,0.0,2.0,1.0,1.0941444429263885,1.2817242069094843,1.0044112685459152
101,0.0,0.0,3.0,1.0,1.0974904009089077,1.0293519571902303,0.9765271550308048
101,4.0,3.0,0.0,0.0,1.1258479560778392,1.1895664890925404,0.8638206389564089
101,2.0,0.0,1.0,1.0,1.1229401328516726,0.9684875178324436,1.0718885763176615
101,1.0,1.0,0.0,0.0,0.9900609588267056,0.9074860187570859,0.999194863986934
101,2.0,1.0,0.0,2.0,1.1351965561892996,2.4584037888880585,1.4680864397622442
101,1.0,0.0,0.0,0.0,0.9308617314221556,0.9818442398546372,1.0967001478292435
101,0.0,0.0,2.0,1.0,1.2328083329609962,0.8800657249079799,1.1704607216674237
101,0.0,0.0,3.0,1.0,0.9923463342593344,0.9767173423057872,0.9883241696352942
101,2.0,1.0,0.0,2.0,1.2070817609910611,2.5552333823953903,1.6595226664856104
101,1.0,2.0,0.0,0.0,1.619351664819634,1.546444765170055,1.3511162943031645
101,4.0,4.0,0.0,0.0,1.0588013965852103,1.1216463444044076,1.0177274950231376
101,0.0,0.0,4.0,1.0,1.140080829693236,0.9556322670481426,0.9279033921663736
101,3.0,2.0,0.0,0.0,0.9947874850728315,1.1551006446468226,0.9859084245340556
101,2.0,1.0,0.0,2.0,1.3027044592517942,2.5107904124589844,1.4797825649844176
101,1.0,0.0,0.0,0.0,1.0353228832402368,1.1136796429381002,1.0778015189197403
101,0.0,0.0,2.0,1.0,1.026821499622572,1.020002530722086,0.9282342887720706
101,4.0,1.0,0.0,0.0,0.8318736042953484,1.0014773919511304,1.079386402095888
101,2.0,0.0,1.0,1.0,1.206111661410312,1.1758333708108764,0.9821880502497224
101,3.0,2.0,0.0,0.0,0.8480241251934504,1.0836107627307665,1.041124922552243
101,3.0,2.0,0.0,0.0,0.9869925657208586,1.0205224915443891,1.0042814865269392
101,4.0,3.0,0.0,0.0,1.0761385130518182,0.9625169182234032,1.0511872824510096
101,1.0,1.0,0.0,0.0,1.1518584203011313,0.8937850198463878,1.1927585545224528
101,2.0,0.0,1.0,1.0,1.136692409275206,0.9476406356249292,1.201175453256384
101,1.0,0.0,0.0,0.0,0.9930389245983408,0.9069501118972916,0.983989376675131
101,2.0,2.0,0.0,2.0,1.1155548579860364,2.40896022291067,1.3335900441140904
101,4.0,0.0,0.0,0.0,1.535499935860433,1.5341997201788988,1.2232188702240698
101,2.0,0.0,1.0,1.0,1.0073125714633289,1.0795549530455726,0.9485910930007312
101,3.0,3.0,0.0,0.0,1.120763946140437,1.033712850973488,0.8916963037926341
101,4.0,3.0,0.0,0.0,0.9734308084269858,0.973384030942578,0.9864138342121234
101,2.0,1.0,0.0,2.0,1.0385021203487077,2.3903153104961814,1.6410246158922113
101,0.0,1.0,0.0,0.0,1.1153251184935566,1.8438633675635552,2.4051426047999067
101,0.0,0.0,0.0,3.0,1.101820287802844,1.6144701650485338,2.4003306569594054
101,2.0,1.0,0.0,2.0,1.2090516046957658,2.675411914868982,1.405405395199447
101,4.0,2.0,0.0,0.0,1.7247487760796831,1.6004534526432614,1.287447807158146
101,2.0,3.0,0.0,0.0,0.8516651325226107,0.8490925432894025,1.0168508075821379
101,0.0,0.0,4.0,1.0,1.036571451456272,1.0033552736733358,0.9878686567042216
101,1.0,0.0,1.0,0.0,0.9867804646686668,0.963904581061602,0.9443280829351862
101,0.0,0.0,2.0,1.0,0.9674581566014872,0.8929295504450804,0.9668563328280032
101,3.0,2.0,0.0,0.0,1.0133622588532034,0.9761769074557396,1.004310488288645
101,4.0,3.0,0.0,0.0,1.0772966846730052,1.0330178389261706,1.1099412007803573
101,2.0,1.0,0.0,2.0,1.0506323794061976,2.419552764700727,1.565095827745035
101,3.0,0.0,0.0,0.0,1.1199908240032477,1.066816023753836,0.918264531920546
101,0.0,0.0,2.0,1.0,1.0551204492450967,1.021590549208409,0.9109805448008976
