X,Y
56.10904000505041,12.708542593667515
55.88119161709607,9.650782421157865
58.31364027317161,12.363540951032716
58.07789389857347,12.593839182197089
58.00282910030093,12.160025436764787
54.509356742074296,10.794505244275259
56.42471733283861,11.57170753636941
57.551350499069194,9.512886169081762
57.66418392210961,7.478554067160762
56.1573903332912,10.856011036857762
57.115065871417805,8.997621597953431
54.79429107796484,11.90543792676495
56.11055312125481,10.773979774860983
55.86453436920754,9.913134594381432
57.34142250604354,11.185042406852931
55.08203085585614,8.595074872007975
51.495532712660676,7.632476105376064
55.47963945444963,11.552247313177439
53.868246448167504,9.702930966557632
55.66477541616676,14.678059439371337
57.269384171299144,9.764672284662966
56.306773065058486,10.625381188591641
54.916394496106406,10.008738787072483
56.449931779494825,8.620415365789803
55.78291073284307,9.942991685249678
55.91979125705263,14.960033095246688
58.34575712040667,10.996863447320811
56.7365072170245,10.595547741840477
57.54328064453111,9.895987946678336
53.71524968953275,11.22555756813498
57.048156335300106,12.563487561037904
55.64036503516236,8.88443430855086
57.09946716550304,10.705982626446746
55.15594016312289,12.022057378453612
56.48682510059582,10.929672631262955
54.262795972408945,7.524634787971255
55.81699283097378,8.09564811839621
54.844246395751156,11.44019107993701
57.89770148075164,6.36162578808074
57.76109589715985,7.294763478359284
56.148594188922935,12.54706217814389
55.542539683474196,6.839694474383133
57.05163171623135,8.63074054251191
56.865110284505604,9.360980424749249
58.02644945014586,12.965147952452366
54.51853119963384,8.018410996012083
56.951220205079544,11.543211509598276
53.30010823659195,11.719901293933805
55.8391701605529,10.722886882697821
58.73029237962426,13.02054794672039
53.88504232114552,6.876615571231918
57.17317245171178,11.271548534132009
57.38390001204022,7.885669704224249
56.8379818479387,8.690656599897729
55.00831292803327,8.238593563978291
58.63499379101279,11.541277602046177
57.32237414687853,11.76337706099713
54.53724268093244,13.657442523931943
57.45011391513432,9.145402365771162
56.392133336875666,10.433170766695692
54.39883200700853,6.676117794104636
54.34378701832613,8.586639990047756
